userID,Location,Age
4373,South Africa,22
4374,South Africa,36
4375,South Africa,13
4376,England,50
4377,Russia,17
4378,New Zealand,49
4379,South Africa,40
4380,New Zealand,44
4381,USA,45
4382,England,16
4383,USA,22
4384,Russia,29
4385,Mexico,45
4386,New Zealand,42
4387,New Zealand,27
4388,Mexico,29
4389,Mexico,42
4390,USA,37
4391,South Africa,38
4392,Italy,27
4393,South Africa,19
4394,USA,27
4395,England,39
4396,Russia,27
4397,Australia,21
4398,Australia,47
4399,England,35
4400,Bangladesh,28
4401,New Zealand,21
4402,USA,39
4403,USA,20
4404,Mexico,50
4405,New Zealand,42
4406,South Africa,16
4407,Italy,14
4408,Australia,16
4409,Australia,17
4410,Bangladesh,30
4411,USA,28
4412,Australia,26
4413,Australia,33
4414,Canada,28
4415,South Africa,30
4416,New Zealand,43
4417,Mexico,35
4418,New Zealand,35
4419,Canada,15
4420,Australia,14
4421,Italy,30
4422,Mexico,48
4423,Mexico,39
4424,USA,37
4425,USA,24
4426,USA,13
4427,Italy,22
4428,South Africa,20
4429,Italy,16
4430,Australia,49
4431,Mexico,30
4432,Canada,16
4433,South Africa,17
4434,South Africa,48
4435,Australia,26
4436,USA,40
4437,South Africa,31
4438,South Africa,36
4439,New Zealand,43
4440,South Africa,14
4441,Italy,42
4442,Canada,15
4443,Canada,21
4444,New Zealand,18
4445,USA,20
4446,Mexico,49
4447,Russia,37
4448,South Africa,13
4449,USA,40
4450,Australia,15
4451,Mexico,37
4452,New Zealand,29
4453,Canada,39
4454,Bangladesh,26
4455,Russia,16
4456,Bangladesh,33
4457,Canada,36
4458,USA,16
4459,England,23
4460,South Africa,37
4461,Australia,18
4462,Italy,39
4463,USA,27
4464,England,32
4465,Australia,16
4466,Russia,35
4467,Canada,33
4468,Bangladesh,20
4469,Canada,42
4470,England,32
4471,Canada,45
4472,Italy,20
4473,Russia,38
4474,USA,24
4475,Russia,48
4476,South Africa,25
4477,Mexico,16
4478,Russia,36
4479,New Zealand,22
4480,Russia,20
4481,USA,30
4482,Australia,47
4483,Bangladesh,21
4484,New Zealand,19
4485,Russia,40
4486,England,44
4487,Russia,41
4488,Mexico,45
4489,USA,30
4490,New Zealand,37
4491,England,15
4492,Australia,20
4493,Australia,33
4494,Italy,39
4495,Mexico,20
4496,New Zealand,50
4497,Canada,34
4498,USA,47
4499,USA,42
4500,Bangladesh,34
4501,Australia,43
4502,USA,34
4503,South Africa,18
4504,Russia,22
4505,Russia,14
4506,Mexico,44
4507,Russia,12
4508,Russia,44
4509,South Africa,15
4510,Bangladesh,41
4511,Australia,32
4512,USA,24
4513,USA,12
4514,England,13
4515,Russia,22
4516,South Africa,30
4517,USA,24
4518,South Africa,20
4519,Bangladesh,37
4520,South Africa,33
4521,Russia,12
4522,Mexico,42
4523,Bangladesh,19
4524,Italy,13
4525,New Zealand,46
4526,Russia,40
4527,Russia,47
4528,Italy,19
4529,Italy,38
4530,New Zealand,20
4531,Canada,31
4532,Mexico,21
4533,Italy,36
4534,Bangladesh,32
4535,England,24
4536,USA,25
4537,England,21
4538,Australia,13
4539,Australia,28
4540,USA,43
4541,Mexico,31
4542,England,43
4543,Bangladesh,41
4544,New Zealand,49
4545,England,29
4546,Russia,24
4547,England,35
4548,Australia,40
4549,South Africa,15
4550,South Africa,20
4551,Russia,41
4552,Italy,36
4553,Mexico,44
4554,Russia,14
4555,Australia,16
4556,Italy,49
4557,Mexico,42
4558,England,38
4559,USA,17
4560,Bangladesh,16
4561,Russia,12
4562,Mexico,30
4563,Russia,49
4564,Italy,16
4565,England,25
4566,Bangladesh,23
4567,Australia,25
4568,England,33
4569,USA,46
4570,Italy,36
4571,Russia,26
4572,Australia,38
4573,Italy,38
4574,Mexico,31
4575,South Africa,28
4576,South Africa,47
4577,Bangladesh,34
4578,Russia,32
4579,Mexico,23
4580,South Africa,21
4581,Bangladesh,46
4582,Australia,13
4583,Bangladesh,35
4584,Australia,48
4585,Mexico,31
4586,Canada,13
4587,New Zealand,41
4588,Bangladesh,39
4589,Bangladesh,25
4590,South Africa,49
4591,South Africa,35
4592,Bangladesh,16
4593,Bangladesh,34
4594,New Zealand,15
4595,USA,45
4596,England,22
4597,Bangladesh,25
4598,New Zealand,28
4599,Canada,38
4600,Russia,27
4601,England,27
4602,Canada,21
4603,Bangladesh,27
4604,England,30
4605,Bangladesh,14
4606,England,34
4607,Russia,32
4608,Russia,19
4609,England,42
4610,Canada,20
4611,Mexico,25
4612,Canada,49
4613,South Africa,46
4614,South Africa,14
4615,Australia,30
4616,USA,45
4617,USA,36
4618,Russia,31
4619,England,37
4620,New Zealand,20
4621,England,35
4622,New Zealand,30
4623,New Zealand,48
4624,Canada,36
4625,Canada,16
4626,Bangladesh,39
4627,USA,23
4628,New Zealand,36
4629,Canada,37
4630,South Africa,32
4631,South Africa,20
4632,England,19
4633,England,39
4634,Mexico,34
4635,South Africa,34
4636,Australia,16
4637,USA,29
4638,Australia,36
4639,Bangladesh,48
4640,USA,49
4641,Mexico,28
4642,Italy,25
4643,Australia,12
4644,England,42
4645,South Africa,45
4646,USA,44
4647,Russia,49
4648,Mexico,31
4649,Bangladesh,29
4650,South Africa,24
4651,Canada,50
4652,Bangladesh,43
4653,South Africa,41
4654,Mexico,20
4655,Canada,49
4656,Bangladesh,35
4657,Canada,23
4658,Bangladesh,30
4659,Australia,15
4660,England,18
4661,Bangladesh,22
4662,Russia,46
4663,New Zealand,38
4664,Canada,37
4665,Australia,44
4666,South Africa,14
4667,Australia,40
4668,Russia,41
4669,Bangladesh,42
4670,England,49
4671,Canada,19
4672,Bangladesh,29
4673,Australia,49
4674,USA,49
4675,Mexico,46
4676,South Africa,33
4677,Australia,14
4678,USA,38
4679,South Africa,47
4680,Australia,23
4681,New Zealand,34
4682,Italy,28
4683,Canada,20
4684,New Zealand,41
4685,USA,47
4686,Mexico,13
4687,Mexico,12
4688,Russia,41
4689,Australia,48
4690,Canada,45
4691,Russia,33
4692,Russia,42
4693,Russia,28
4694,Australia,32
4695,Russia,39
4696,Australia,37
4697,Australia,30
4698,England,36
4699,Italy,19
4700,South Africa,47
4701,Russia,30
4702,England,18
4703,Australia,44
4704,USA,48
4705,Mexico,18
4706,Italy,30
4707,Italy,25
4708,Russia,33
4709,Canada,32
4710,Bangladesh,16
4711,Canada,19
4712,England,43
4713,Bangladesh,47
4714,New Zealand,16
4715,England,18
4716,Bangladesh,33
4717,Bangladesh,22
4718,South Africa,36
4719,New Zealand,33
4720,Australia,13
4721,Russia,16
4722,Canada,36
4723,Bangladesh,16
4724,Canada,17
4725,Canada,24
4726,Russia,13
4727,Russia,41
4728,Italy,33
4729,Bangladesh,27
4730,USA,16
4731,Mexico,19
4732,Australia,37
4733,USA,34
4734,Bangladesh,22
4735,New Zealand,28
4736,USA,40
4737,England,28
4738,USA,38
4739,Canada,33
4740,Canada,30
4741,New Zealand,12
4742,New Zealand,33
4743,Australia,28
4744,Mexico,37
4745,Russia,14
4746,Russia,47
4747,South Africa,19
4748,Bangladesh,42
4749,New Zealand,23
4750,USA,31
4751,Russia,26
4752,Bangladesh,34
4753,Bangladesh,50
4754,Australia,20
4755,Canada,32
4756,Russia,15
4757,South Africa,15
4758,Canada,30
4759,USA,17
4760,New Zealand,43
4761,New Zealand,39
4762,Italy,12
4763,Bangladesh,14
4764,Australia,12
4765,USA,37
4766,Italy,17
4767,Australia,13
4768,England,19
4769,Australia,31
4770,Australia,18
4771,Russia,24
4772,Australia,31
4773,Italy,31
4774,USA,32
4775,England,16
4776,Mexico,18
4777,USA,18
4778,Mexico,27
4779,Canada,18
4780,Mexico,46
4781,Canada,37
4782,New Zealand,24
4783,England,12
4784,New Zealand,13
4785,USA,37
4786,Bangladesh,29
4787,Mexico,14
4788,South Africa,46
4789,England,35
4790,Russia,36
4791,Italy,35
4792,Mexico,14
4793,Canada,20
4794,South Africa,33
4795,Bangladesh,29
4796,Australia,39
4797,South Africa,46
4798,New Zealand,36
4799,Mexico,47
4800,Canada,45
4801,USA,24
4802,Mexico,27
4803,Bangladesh,16
4804,Canada,49
4805,South Africa,17
4806,Italy,28
4807,Russia,27
4808,Australia,47
4809,Italy,31
4810,Mexico,12
4811,Bangladesh,49
4812,South Africa,21
4813,England,38
4814,New Zealand,41
4815,Italy,28
4816,New Zealand,41
4817,Australia,45
4818,USA,45
4819,Bangladesh,36
4820,USA,18
4821,England,42
4822,South Africa,15
4823,Bangladesh,30
4824,Australia,37
4825,England,42
4826,USA,40
4827,USA,16
4828,Mexico,43
4829,Bangladesh,24
4830,Russia,14
4831,South Africa,17
4832,USA,29
4833,Bangladesh,22
4834,South Africa,15
4835,Australia,19
4836,USA,29
4837,Bangladesh,44
4838,Bangladesh,35
4839,Italy,26
4840,Australia,41
4841,Canada,14
4842,USA,19
4843,South Africa,24
4844,USA,24
4845,Italy,12
4846,Russia,26
4847,South Africa,22
4848,Australia,48
4849,Canada,19
4850,Mexico,17
4851,Canada,28
4852,Italy,23
4853,USA,18
4854,England,25
4855,England,23
4856,Australia,17
4857,Mexico,34
4858,USA,33
4859,Canada,33
4860,Bangladesh,30
4861,Mexico,17
4862,South Africa,20
4863,England,40
4864,New Zealand,27
4865,New Zealand,13
4866,Italy,22
4867,Italy,36
4868,Italy,38
4869,Russia,23
4870,Canada,12
4871,USA,33
4872,New Zealand,21
4873,New Zealand,19
4874,Australia,33
4875,Bangladesh,18
4876,Canada,37
4877,Bangladesh,50
4878,USA,30
4879,New Zealand,20
4880,England,21
4881,Bangladesh,18
4882,New Zealand,32
4883,Canada,15
4884,Russia,36
4885,Bangladesh,48
4886,Italy,28
4887,USA,38
4888,Russia,48
4889,Bangladesh,41
4890,Italy,41
4891,USA,50
4892,Bangladesh,25
4893,Russia,36
4894,Russia,45
4895,Bangladesh,46
4896,Bangladesh,17
4897,England,36
4898,South Africa,43
4899,Italy,32
4900,South Africa,39
4901,USA,25
4902,USA,50
4903,England,46
4904,USA,22
4905,Italy,47
4906,England,25
4907,USA,24
4908,New Zealand,30
4909,South Africa,23
4910,Bangladesh,25
4911,Canada,37
4912,Italy,46
4913,Russia,17
4914,South Africa,18
4915,England,26
4916,Italy,25
4917,USA,25
4918,Bangladesh,16
4919,New Zealand,22
4920,Mexico,21
4921,Mexico,25
4922,New Zealand,20
4923,Mexico,25
4924,Italy,37
4925,Bangladesh,34
4926,Mexico,37
4927,USA,35
4928,Canada,24
4929,New Zealand,18
4930,South Africa,44
4931,South Africa,39
4932,Russia,42
4933,USA,36
4934,Mexico,26
4935,South Africa,41
4936,Australia,50
4937,Canada,21
4938,Russia,30
4939,England,20
4940,Mexico,27
4941,New Zealand,20
4942,Bangladesh,29
4943,Canada,28
4944,England,14
4945,Russia,22
4946,New Zealand,20
4947,England,38
4948,Bangladesh,19
4949,Australia,43
4950,New Zealand,23
4951,England,30
4952,Bangladesh,27
4953,Canada,21
4954,USA,25
4955,Canada,30
4956,England,31
4957,Russia,50
4958,South Africa,21
4959,Mexico,16
4960,South Africa,32
4961,Canada,27
4962,Bangladesh,40
4963,South Africa,23
4964,Canada,47
4965,Canada,13
4966,Mexico,33
4967,USA,46
4968,Italy,25
4969,Australia,18
4970,England,48
4971,Bangladesh,13
4972,South Africa,25
4973,England,37
4974,Australia,28
4975,Italy,43
4976,England,44
4977,Mexico,18
4978,USA,32
4979,England,12
4980,USA,36
4981,USA,48
4982,South Africa,49
4983,USA,15
4984,New Zealand,14
4985,Russia,18
4986,New Zealand,38
4987,South Africa,29
4988,South Africa,29
4989,Canada,21
4990,USA,35
4991,South Africa,28
4992,South Africa,22
4993,USA,38
4994,New Zealand,22
4995,Canada,21
4996,USA,30
4997,Canada,29
4998,England,50
4999,Canada,21
5000,Italy,26
5001,USA,16
5002,Russia,14
5003,USA,34
5004,Bangladesh,12
5005,Australia,36
5006,Italy,25
5007,New Zealand,22
5008,Russia,37
5009,USA,48
5010,Bangladesh,34
5011,England,31
5012,USA,45
5013,Australia,48
5014,Canada,15
5015,Mexico,42
5016,New Zealand,38
5017,Canada,14
5018,Italy,34
5019,South Africa,31
5020,Italy,12
5021,Mexico,47
5022,Australia,38
5023,USA,28
5024,Canada,26
5025,Mexico,41
5026,Mexico,34
5027,Bangladesh,33
5028,Bangladesh,50
5029,England,18
5030,Canada,40
5031,Russia,36
5032,Italy,26
5033,Australia,28
5034,Russia,33
5035,USA,26
5036,England,39
5037,England,50
5038,Bangladesh,13
5039,South Africa,45
5040,Italy,37
5041,Bangladesh,17
5042,South Africa,40
5043,Australia,35
5044,USA,25
5045,Canada,14
5046,Italy,30
5047,South Africa,37
5048,South Africa,19
5049,USA,35
5050,New Zealand,38
5051,Italy,22
5052,Bangladesh,23
5053,Canada,21
5054,New Zealand,19
5055,Mexico,13
5056,Australia,22
5057,South Africa,45
5058,USA,48
5059,Mexico,28
5060,New Zealand,13
5061,Bangladesh,39
5062,England,42
5063,New Zealand,40
5064,England,22
5065,USA,13
5066,New Zealand,28
5067,Canada,21
5068,South Africa,49
5069,New Zealand,34
5070,New Zealand,28
5071,Italy,30
5072,Russia,39
5073,South Africa,15
5074,USA,43
5075,New Zealand,23
5076,Bangladesh,45
5077,Canada,21
5078,Russia,48
5079,Russia,17
5080,Mexico,33
5081,New Zealand,42
5082,USA,48
5083,England,12
5084,Canada,25
5085,Russia,45
5086,Italy,27
5087,Mexico,27
5088,England,40
5089,Canada,43
5090,Italy,13
5091,South Africa,32
5092,South Africa,47
5093,Australia,34
5094,Russia,47
5095,USA,45
5096,Russia,12
5097,South Africa,33
5098,Bangladesh,45
5099,South Africa,43
5100,Mexico,44
5101,Italy,45
5102,Italy,20
5103,New Zealand,38
5104,Russia,20
5105,Mexico,31
5106,Bangladesh,41
5107,Bangladesh,39
5108,Italy,46
5109,Italy,48
5110,Russia,15
5111,Canada,16
5112,England,27
5113,USA,30
5114,USA,14
5115,Canada,30
5116,Italy,33
5117,USA,33
5118,England,12
5119,Russia,38
5120,New Zealand,39
5121,Mexico,50
5122,Mexico,33
5123,Australia,50
5124,Italy,40
5125,New Zealand,16
5126,England,47
5127,Australia,39
5128,New Zealand,34
5129,New Zealand,25
5130,Russia,14
5131,Russia,34
5132,Italy,16
5133,South Africa,25
5134,Russia,14
5135,Italy,37
5136,Canada,30
5137,Italy,28
5138,New Zealand,25
5139,USA,25
5140,New Zealand,24
5141,USA,13
5142,Bangladesh,14
5143,Mexico,12
5144,Bangladesh,46
5145,Italy,44
5146,Canada,15
5147,USA,31
5148,Bangladesh,38
5149,Bangladesh,34
5150,New Zealand,13
5151,Russia,17
5152,Mexico,36
5153,England,21
5154,Russia,19
5155,Italy,47
5156,USA,28
5157,Bangladesh,26
5158,Russia,13
5159,New Zealand,43
5160,USA,14
5161,Russia,48
5162,Russia,37
5163,England,33
5164,England,35
5165,USA,20
5166,Italy,27
5167,South Africa,50
5168,Australia,39
5169,Australia,40
5170,USA,29
5171,South Africa,37
5172,Australia,21
5173,USA,21
5174,Canada,16
5175,Canada,24
5176,Australia,50
5177,England,30
5178,Australia,31
5179,Italy,42
5180,Russia,22
5181,Australia,27
5182,Bangladesh,15
5183,Bangladesh,27
5184,England,35
5185,Bangladesh,25
5186,Italy,34
5187,USA,36
5188,England,33
5189,New Zealand,42
5190,South Africa,41
5191,Italy,47
5192,Russia,48
5193,Italy,26
5194,New Zealand,19
5195,Bangladesh,40
5196,Italy,20
5197,Mexico,25
5198,New Zealand,28
5199,Italy,16
5200,South Africa,46
5201,South Africa,14
5202,South Africa,27
5203,Australia,48
5204,New Zealand,34
5205,Italy,49
5206,South Africa,12
5207,South Africa,42
5208,Canada,47
5209,Australia,34
5210,USA,30
5211,South Africa,23
5212,South Africa,43
5213,Australia,18
5214,South Africa,12
5215,New Zealand,19
5216,Bangladesh,31
5217,Italy,22
5218,South Africa,20
5219,Mexico,36
5220,Russia,47
5221,South Africa,20
5222,New Zealand,23
5223,New Zealand,15
5224,Bangladesh,43
5225,England,16
5226,Italy,14
5227,Bangladesh,36
5228,Canada,35
5229,Bangladesh,13
5230,Russia,43
5231,South Africa,14
5232,Bangladesh,37
5233,Italy,31
5234,England,36
5235,New Zealand,29
5236,South Africa,34
5237,Italy,28
5238,Canada,48
5239,USA,40
5240,Russia,31
5241,Russia,12
5242,Russia,17
5243,Bangladesh,20
5244,England,43
5245,Mexico,30
5246,England,32
5247,Italy,33
5248,Canada,34
5249,South Africa,21
5250,USA,37
5251,Canada,50
5252,Russia,42
5253,England,42
5254,Australia,46
5255,Canada,17
5256,Mexico,22
5257,Mexico,47
5258,Mexico,33
5259,South Africa,37
5260,Canada,39
5261,Italy,13
5262,Russia,24
5263,Italy,31
5264,USA,41
5265,Canada,19
5266,Italy,40
5267,South Africa,48
5268,Bangladesh,31
5269,Italy,38
5270,New Zealand,34
5271,Mexico,46
5272,Bangladesh,43
5273,USA,32
5274,England,47
5275,Italy,27
5276,Canada,41
5277,Australia,34
5278,Italy,35
5279,New Zealand,15
5280,Canada,42
5281,USA,35
5282,South Africa,36
5283,Canada,38
5284,South Africa,40
5285,South Africa,49
5286,Russia,48
5287,Bangladesh,15
5288,Canada,30
5289,Russia,43
5290,Mexico,32
5291,Bangladesh,15
5292,England,27
5293,Canada,29
5294,Australia,34
5295,England,36
5296,England,22
5297,Mexico,40
5298,Russia,21
5299,Russia,23
5300,Russia,19
5301,Mexico,22
5302,Italy,14
5303,Australia,16
5304,Australia,45
5305,Bangladesh,46
5306,Bangladesh,48
5307,Russia,26
5308,USA,40
5309,Canada,39
5310,South Africa,12
5311,Canada,42
5312,Italy,40
5313,Australia,47
5314,Italy,40
5315,Australia,14
5316,Italy,34
5317,South Africa,32
5318,USA,47
5319,Canada,19
5320,Mexico,19
5321,Russia,29
5322,Mexico,17
5323,England,40
5324,Bangladesh,16
5325,South Africa,47
5326,Bangladesh,22
5327,New Zealand,41
5328,Russia,46
5329,South Africa,40
5330,Bangladesh,45
5331,New Zealand,20
5332,USA,18
5333,Russia,12
5334,New Zealand,23
5335,South Africa,28
5336,Canada,13
5337,Russia,19
5338,Bangladesh,26
5339,Canada,14
5340,England,22
5341,Italy,15
5342,Australia,42
5343,England,12
5344,Russia,35
5345,Italy,15
5346,Italy,34
5347,Canada,36
5348,Bangladesh,34
5349,Bangladesh,30
5350,Canada,47
5351,South Africa,36
5352,Australia,33
5353,Mexico,49
5354,Australia,38
5355,South Africa,12
5356,South Africa,41
5357,Canada,13
5358,Mexico,21
5359,Italy,15
5360,Mexico,22
5361,Australia,28
5362,New Zealand,33
5363,Italy,15
5364,Bangladesh,40
5365,Canada,16
5366,Russia,26
5367,Italy,33
5368,Mexico,49
5369,Australia,23
5370,Italy,47
5371,Italy,35
5372,Italy,42
5373,Canada,22
5374,Canada,32
5375,Bangladesh,23
5376,England,39
5377,Australia,45
5378,Bangladesh,16
5379,Bangladesh,49
5380,Italy,44
5381,Mexico,44
5382,South Africa,29
5383,New Zealand,25
5384,Canada,48
5385,South Africa,41
5386,New Zealand,35
5387,England,26
5388,Australia,35
5389,USA,28
5390,England,46
5391,Bangladesh,41
5392,New Zealand,18
5393,Italy,48
5394,South Africa,27
5395,South Africa,15
5396,Mexico,16
5397,Italy,43
5398,Canada,23
5399,New Zealand,24
5400,Italy,24
5401,Bangladesh,15
5402,Russia,47
5403,USA,29
5404,South Africa,37
5405,Canada,15
5406,Bangladesh,23
5407,Canada,32
5408,South Africa,49
5409,Australia,45
5410,Italy,45
5411,USA,14
5412,Russia,46
5413,Australia,36
5414,New Zealand,28
5415,Canada,29
5416,Australia,27
5417,Italy,48
5418,South Africa,46
5419,Australia,27
5420,Australia,24
5421,Bangladesh,32
5422,Italy,17
5423,Italy,29
5424,Australia,47
5425,Italy,25
5426,Canada,34
5427,New Zealand,22
5428,Mexico,33
5429,Russia,17
5430,Australia,19
5431,Australia,18
5432,Italy,41
5433,Mexico,35
5434,England,28
5435,Canada,16
5436,Bangladesh,46
5437,Italy,36
5438,USA,40
5439,Mexico,12
5440,New Zealand,44
5441,South Africa,42
5442,England,13
5443,Bangladesh,22
5444,Russia,24
5445,Canada,41
5446,Italy,18
5447,Russia,15
5448,Italy,12
5449,Italy,50
5450,South Africa,24
5451,New Zealand,33
5452,Russia,21
5453,Canada,14
5454,Canada,47
5455,Russia,50
5456,Italy,12
5457,Australia,49
5458,Italy,12
5459,Australia,27
5460,New Zealand,15
5461,South Africa,49
5462,Russia,20
5463,Russia,28
5464,New Zealand,45
5465,Mexico,39
5466,Bangladesh,46
5467,Italy,15
5468,South Africa,22
5469,Russia,38
5470,South Africa,12
5471,Bangladesh,43
5472,Bangladesh,40
5473,Italy,38
5474,Italy,16
5475,Russia,26
5476,Bangladesh,14
5477,Italy,39
5478,Canada,47
5479,Australia,36
5480,Canada,49
5481,England,24
5482,USA,12
5483,Bangladesh,31
5484,South Africa,41
5485,South Africa,37
5486,New Zealand,47
5487,New Zealand,25
5488,South Africa,26
5489,New Zealand,30
5490,Canada,44
5491,Canada,29
5492,Italy,24
5493,Mexico,15
5494,USA,33
5495,USA,31
5496,Bangladesh,36
5497,Australia,35
5498,Bangladesh,43
5499,Australia,29
5500,South Africa,18
5501,England,24
5502,England,25
5503,England,36
5504,USA,28
5505,Italy,35
5506,Canada,13
5507,Mexico,39
5508,USA,50
5509,New Zealand,16
5510,USA,43
5511,Italy,30
5512,England,28
5513,Australia,39
5514,Russia,18
5515,USA,29
5516,South Africa,34
5517,Russia,32
5518,Italy,40
5519,Australia,35
5520,Russia,36
5521,England,35
5522,New Zealand,34
5523,Mexico,49
5524,New Zealand,44
5525,Australia,46
5526,Italy,38
5527,South Africa,18
5528,England,24
5529,England,33
5530,Bangladesh,40
5531,Australia,17
5532,South Africa,43
5533,Bangladesh,40
5534,New Zealand,13
5535,Bangladesh,20
5536,Italy,15
5537,England,26
5538,USA,23
5539,Bangladesh,32
5540,Canada,50
5541,Bangladesh,17
5542,Australia,47
5543,South Africa,13
5544,Russia,47
5545,USA,50
5546,Mexico,20
5547,Italy,31
5548,South Africa,17
5549,England,47
5550,Australia,35
5551,Italy,25
5552,USA,20
5553,South Africa,35
5554,South Africa,14
5555,Mexico,32
5556,Canada,29
5557,USA,20
5558,South Africa,33
5559,Russia,39
5560,Australia,43
5561,Russia,17
5562,Russia,17
5563,Canada,28
5564,New Zealand,42
5565,New Zealand,42
5566,Canada,43
5567,New Zealand,32
5568,Mexico,49
5569,England,16
5570,Australia,20
5571,Mexico,22
5572,Bangladesh,43
5573,England,36
5574,South Africa,41
5575,New Zealand,31
5576,Bangladesh,24
5577,Australia,42
5578,England,32
5579,Bangladesh,24
5580,USA,25
5581,Mexico,45
5582,Bangladesh,44
5583,New Zealand,16
5584,Australia,23
5585,Mexico,29
5586,USA,24
5587,South Africa,31
5588,New Zealand,41
5589,USA,41
5590,New Zealand,30
5591,New Zealand,38
5592,Russia,38
5593,USA,25
5594,Canada,44
5595,New Zealand,29
5596,Russia,30
5597,Bangladesh,34
5598,New Zealand,44
5599,Russia,48
5600,Bangladesh,48
5601,Italy,48
5602,Australia,35
5603,Italy,36
5604,Italy,47
5605,Australia,29
5606,New Zealand,50
5607,Russia,36
5608,Mexico,21
5609,Mexico,47
5610,England,29
5611,Italy,28
5612,Mexico,37
5613,Russia,35
5614,Mexico,22
5615,Mexico,44
5616,Russia,47
5617,England,30
5618,New Zealand,29
5619,New Zealand,44
5620,Mexico,23
5621,USA,13
5622,South Africa,15
5623,South Africa,45
5624,Russia,48
5625,Italy,19
5626,USA,18
5627,Australia,35
5628,Mexico,49
5629,New Zealand,47
5630,Australia,14
5631,Russia,16
5632,South Africa,28
5633,Australia,20
5634,Mexico,48
5635,South Africa,13
5636,South Africa,15
5637,Russia,34
5638,USA,35
5639,South Africa,25
5640,Canada,21
5641,Mexico,22
5642,South Africa,25
5643,Russia,29
5644,Canada,16
5645,England,36
5646,Mexico,27
5647,Italy,18
5648,New Zealand,17
5649,Australia,30
5650,South Africa,29
5651,Russia,34
5652,England,35
5653,England,20
5654,USA,21
5655,England,19
5656,New Zealand,36
5657,Mexico,46
5658,Russia,21
5659,Italy,25
5660,USA,13
5661,Mexico,13
5662,New Zealand,23
5663,Italy,29
5664,New Zealand,27
5665,Bangladesh,43
5666,South Africa,37
5667,Russia,16
5668,Italy,20
5669,South Africa,37
5670,England,19
5671,Canada,27
5672,Bangladesh,27
5673,South Africa,45
5674,New Zealand,50
5675,Mexico,44
5676,England,25
5677,New Zealand,31
5678,Italy,26
5679,Australia,40
5680,South Africa,43
5681,Mexico,27
5682,England,46
5683,Canada,47
5684,Canada,16
5685,Italy,40
5686,England,27
5687,USA,20
5688,England,29
5689,Russia,22
5690,Mexico,40
5691,Italy,21
5692,England,29
5693,Russia,47
5694,Bangladesh,50
5695,England,22
5696,Australia,33
5697,USA,33
5698,Australia,30
5699,Canada,16
5700,Italy,19
5701,Russia,24
5702,South Africa,28
5703,South Africa,28
5704,Bangladesh,33
5705,Canada,28
5706,Australia,43
5707,Canada,41
5708,England,31
5709,England,48
5710,USA,47
5711,Canada,25
5712,New Zealand,24
5713,Mexico,39
5714,Australia,26
5715,Mexico,14
5716,Mexico,17
5717,Bangladesh,17
5718,USA,39
5719,New Zealand,33
5720,New Zealand,48
5721,Australia,19
5722,Russia,22
5723,New Zealand,24
5724,New Zealand,31
5725,USA,28
5726,Italy,32
5727,England,30
5728,England,50
5729,England,38
5730,New Zealand,48
5731,Bangladesh,47
5732,Australia,44
5733,Canada,17
5734,Russia,29
5735,Canada,29
5736,USA,42
5737,Italy,24
5738,Bangladesh,39
5739,USA,48
5740,Italy,37
5741,Mexico,47
5742,New Zealand,42
5743,Mexico,15
5744,England,37
5745,Bangladesh,34
5746,Australia,30
5747,England,38
5748,Italy,25
5749,New Zealand,12
5750,Australia,34
5751,Australia,22
5752,South Africa,14
5753,Russia,24
5754,Canada,13
5755,Mexico,36
5756,Russia,36
5757,England,47
5758,Mexico,50
5759,Italy,12
5760,South Africa,30
5761,USA,17
5762,USA,24
5763,England,38
5764,Australia,27
5765,Bangladesh,37
5766,USA,49
5767,Bangladesh,28
5768,Mexico,49
5769,Canada,38
5770,Bangladesh,46
5771,Italy,31
5772,South Africa,25
5773,Bangladesh,50
5774,Mexico,37
5775,New Zealand,29
5776,England,29
5777,Mexico,42
5778,Italy,29
5779,Australia,46
5780,England,22
5781,Bangladesh,15
5782,Australia,21
5783,New Zealand,17
5784,England,47
5785,England,25
5786,Bangladesh,17
5787,Bangladesh,23
5788,USA,37
5789,Russia,17
5790,England,14
5791,Mexico,37
5792,Australia,37
5793,USA,33
5794,Australia,35
5795,Mexico,46
5796,Australia,25
5797,England,16
5798,Russia,44
5799,Italy,17
5800,Mexico,42
5801,Russia,48
5802,Russia,17
5803,Italy,33
5804,Mexico,39
5805,England,36
5806,Italy,12
5807,Russia,40
5808,USA,41
5809,Russia,40
5810,USA,46
5811,Italy,23
5812,Mexico,35
5813,Italy,15
5814,USA,27
5815,England,38
5816,Bangladesh,16
5817,Italy,15
5818,South Africa,23
5819,England,31
5820,New Zealand,43
5821,England,24
5822,Mexico,32
5823,USA,25
5824,Mexico,27
5825,Australia,22
5826,South Africa,26
5827,Canada,23
5828,Bangladesh,43
5829,South Africa,16
5830,Italy,32
5831,Russia,19
5832,New Zealand,32
5833,England,17
5834,Bangladesh,50
5835,New Zealand,21
5836,Italy,23
5837,USA,29
5838,South Africa,27
5839,Canada,37
5840,Mexico,49
5841,New Zealand,33
5842,Italy,39
5843,Canada,44
5844,Italy,41
5845,Mexico,39
5846,Italy,29
5847,South Africa,18
5848,Italy,46
5849,Canada,34
5850,Russia,14
5851,USA,25
5852,Mexico,29
5853,South Africa,33
5854,Canada,50
5855,USA,29
5856,South Africa,18
5857,USA,24
5858,USA,50
